Id;Name;JapName;Shirt;ShirtNational;Commentary;Country;Country2;Height;Weight;Age;Foot;PlayingStyle;POS;GK;CB;LB;RB;DMF;CMF;LMF;RMF;AMF;LWF;RWF;SS;CF;OffensiveAwareness;BallControl;Dribbling;TightPossession;LowPass;LoftedPass;Finishing;Heading;PlaceKicking;Curl;Speed;Acceleration;KickingPower;Jump;PhysicalContact;Balance;Stamina;DefensiveAwareness;BallWinning;Aggression;GKAwareness;GKCatching;GKClearing;GKReflexes;GKReach;WeakFootUsage;WeakFootAcc;Form;InjuryResistance;Reputation;PlayingAttitude;Trickster;MazingRun;SpeedingBullet;IncisiveRun;LongBallExpert;EarlyCross;LongRanger;ScissorsFeint;DoubleTouch;FlipFlap;MarseilleTurn;Sombrero;CrossOverTurn;CutBehindAndTurn;ScotchMove;StepOnSkillcontrol;HeadingSpecial;LongRangeDrive;Chipshotcontrol;LongRangeShot;KnuckleShot;DippingShots;RisingShots;AcrobaticFinishing;HeelTrick;FirstTimeShot;OneTouchPass;ThroughPassing;WeightedPass;PinpointCrossing;OutsideCurler;Rabona;NoLookPass;LowLoftedPass;GKLowPunt;GKHighPunt;LongThrow;GKLongThrow;PenaltySpecialist;GKPenaltySaver;Gamesmanship;ManMarking;TrackBack;Interception;AcrobaticClear;Captaincy;SuperSub;FightingSpirit;Celebration1;Celebration2;DribblingHunching;DribblingArmMove.;RunningHunching;RunningArmMovement;CornerKicks;FreeKicks;PenaltyKick;DribbleMotion;YouthClub;OwnerClub;ContractUntil;LoanUntil;MarketValue;NationalCaps;Legend;Hand;WinnerGoldenBall;EditName;EditBasics;EditPosition;EditPositions;EditAbilities;EditPlayerSkills;EditPlayingStyle;EditCOMPlayingStyles;EditMovements;Edit1;Edit2;Edit3;Edit4;Edit5;Edit6;Edit7;Value1;Value2;Value3;Value2020_1;Value2020_2;Appearance;ListBoots;ListGloves;InEditFile;OverallStats
57123;M. Salah;Mohamed Salah;M. SALAH;M. SALAH;-1;58;0;175;72;33;True;18;10;0;0;0;0;0;0;0;1;0;0;2;0;1;83;89;86;79;84;82;84;68;74;89;87;87;82;65;77;90;86;49;54;62;40;40;40;40;40;2;3;4;2;8;2;True;True;True;True;False;False;False;True;True;False;False;False;False;True;False;False;False;True;True;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;140;0;3;4;4;1;6;18;4;2;34;0;30/6/2027 00:00:00;1/1/0001 00:00:00;350000;87;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;1053;0;False;87
174145;R. Ngumoha;Rio Ngumoha;RIO;NGUMOHA;-1;204;80;170;66;17;False;4;9;0;0;0;0;0;0;2;0;0;2;1;0;0;68;75;79;73;74;71;69;53;64;73;78;83;71;59;60;75;72;52;55;61;40;40;40;40;40;2;2;5;1;6;2;True;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;0;0;1;1;1;1;1;1;1;1;103;0;30/6/2028 00:00:00;1/1/0001 00:00:00;400000;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;0;0;False;72
146650;M. Kerkez;Milos Kerkez;KERKEZ;KERKEZ;-1;212;303;180;74;22;True;11;2;0;0;2;0;0;0;2;0;0;0;0;0;0;64;78;75;73;74;73;69;58;61;72;83;84;70;71;72;74;83;71;81;79;40;40;40;40;40;2;2;5;1;6;2;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0;0;1;1;1;1;1;1;1;1;1819;0;30/6/2030 00:00:00;1/1/0001 00:00:00;400000;23;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;0;0;False;79
16474;W. Endo;Wataru Endo;ENDO;ENDO;-1;13;0;178;75;32;False;8;4;0;2;0;0;2;1;0;0;0;0;0;0;0;66;77;71;72;79;80;69;74;67;68;76;77;78;82;71;77;78;72;77;75;40;40;40;40;40;3;3;5;1;6;1;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;0;0;2;8;1;3;1;1;1;1;0;0;30/6/2027 00:00:00;1/1/0001 00:00:00;50000;70;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;3053;0;False;79
104337;J. Gomez;Joe Gomez;GOMEZ;GOMEZ;-1;204;63;188;83;28;False;15;1;0;2;2;2;0;0;0;0;0;0;0;0;0;64;79;70;76;77;81;56;80;53;62;84;83;77;79;82;77;80;78;81;80;40;40;40;40;40;2;2;4;1;6;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;True;11;0;2;1;1;3;1;1;1;1;5;0;30/6/2027 00:00:00;1/1/0001 00:00:00;150000;11;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2051;0;False;80
180303;W. Lucky;Wellity Lucky;LUCKY;LUCKY;-1;236;204;188;73;19;False;9;1;0;2;0;1;0;0;0;0;0;0;0;0;0;51;58;61;65;59;62;54;75;57;53;72;68;61;72;68;65;70;73;69;75;40;40;40;40;40;2;2;4;1;5;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;1;1;1;1;1;1;1;1;103;0;30/6/2028 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;0;0;False;64
178079;K. Miściur;Kornel Miściur;MIŚCIUR;MIŚCIUR;-1;227;204;183;74;18;False;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;40;45;42;40;54;57;40;53;40;40;60;66;64;77;59;52;72;57;45;62;67;75;71;76;69;2;2;5;3;5;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;1;1;1;1;1;1;1;1;103;0;30/6/2026 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;0;0;False;62
132869;C. Ramsay;Calvin Ramsay;RAMSAY;RAMSAY;-1;232;0;177;70;22;False;11;3;0;0;0;2;0;0;0;1;0;0;0;0;0;62;70;73;72;73;68;56;61;72;69;78;77;72;73;68;71;73;70;69;73;40;40;40;40;40;2;2;4;1;5;2;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;0;0;1;1;1;1;1;1;1;1;1219;0;30/6/2027 00:00:00;1/1/0001 00:00:00;25000;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;81;0;False;72
145589;J. Danns;Jayden Danns;DANNS;DANNS;-1;204;159;188;75;19;False;6;12;0;0;0;0;0;0;0;0;0;1;0;1;2;72;71;75;70;62;63;74;66;59;60;73;74;76;64;64;65;72;47;52;68;40;40;40;40;40;2;2;5;1;6;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;20;0;1;1;2;1;1;1;1;1;103;0;30/6/2026 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;0;0;False;67
168648;A. Nallo;Amara Nallo;NALLO;NALLO;-1;204;85;186;74;19;True;8;1;0;2;1;1;0;0;0;0;0;0;0;0;0;52;65;55;64;72;69;56;72;53;51;70;69;62;77;69;67;73;74;79;68;40;40;40;40;40;3;4;5;1;6;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;1;1;1;1;1;1;1;1;103;0;30/6/2028 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;0;0;False;67
167060;T. Nyoni;Trey Nyoni;NYONI;NYONI;-1;204;95;180;69;18;False;6;5;0;0;0;0;2;2;0;0;2;0;0;0;0;67;78;77;71;76;72;67;60;59;66;74;72;68;63;58;72;74;61;66;63;40;40;40;40;40;2;2;5;1;7;2;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;1;1;1;1;1;1;1;1;103;0;30/6/2026 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;0;0;False;70
144918;G. Mamardashvili;Giorgi Mamardashvili;MAMARDASHVILI;MAMARDASHVILI;-1;209;0;197;90;25;True;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;40;54;53;57;66;69;40;68;57;43;70;64;80;75;73;74;83;44;47;59;89;95;88;94;91;2;2;6;3;7;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;False;False;False;False;False;False;False;0;0;1;1;2;1;1;1;1;1;0;0;30/6/2031 00:00:00;1/1/0001 00:00:00;250000;29;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;0;0;False;83
63474;Alisson;Alisson Becker;A. BECKER;A. BECKER;-1;146;0;191;91;33;False;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;40;72;69;73;73;78;40;81;46;51;68;66;85;80;84;82;82;52;51;70;95;93;91;95;92;2;2;7;3;8;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;0;0;1;1;2;1;1;1;1;1;1252;0;30/6/2027 00:00:00;1/1/0001 00:00:00;200000;61;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2051;211;False;87
107693;F. Woodman;Freddie Woodman;WOODMAN;WOODMAN;-1;204;0;188;77;28;False;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;41;60;51;52;54;58;46;64;47;49;72;67;76;76;74;79;85;48;47;60;84;83;81;90;86;2;2;7;3;6;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;False;0;0;1;1;1;1;1;1;1;1;106;0;30/6/2026 00:00:00;1/1/0001 00:00:00;35000;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;3043;0;False;77
143901;H. Davies;Harvey Davies;DAVIES;DAVIES;-1;204;0;190;74;22;True;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;40;45;46;48;47;48;40;60;45;47;58;63;69;70;67;68;81;45;43;54;81;83;77;80;80;2;2;6;3;5;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;1;1;1;1;1;1;1;1;103;0;30/6/2027 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;63;0;False;71
122012;C. Gakpo;Cody Gakpo;GAKPO;GAKPO;-1;224;91;191;79;26;False;4;9;0;0;0;0;0;0;0;0;0;2;1;0;2;84;84;85;80;76;80;81;79;77;78;81;83;85;75;78;80;79;57;68;74;40;40;40;40;40;3;3;5;1;7;2;False;True;False;False;False;False;True;False;False;False;False;False;False;True;False;True;False;True;False;True;False;True;False;False;True;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;21;0;2;5;2;5;4;15;4;1;118;0;30/6/2030 00:00:00;1/1/0001 00:00:00;650000;16;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;3053;0;False;86
133594;J. Frimpong;Jeremie Frimpong;FRIMPONG;FRIMPONG;-1;224;64;172;68;25;False;11;3;0;0;0;2;0;0;0;2;0;0;2;0;0;68;79;84;78;77;70;73;64;68;74;88;90;73;71;69;72;81;63;73;76;40;40;40;40;40;2;2;4;1;6;2;False;True;True;False;False;False;True;False;True;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;0;0;1;6;1;6;1;1;1;1;173;0;30/6/2030 00:00:00;1/1/0001 00:00:00;350000;12;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;71;0;False;80
114975;I. Konaté;Ibrahima Konaté;KONATE;KONATE;-1;208;73;194;92;26;False;15;1;0;2;0;0;0;0;0;0;0;0;0;0;0;63;78;72;77;80;76;64;82;58;67;85;80;75;81;88;85;82;85;84;78;40;40;40;40;40;2;2;5;1;7;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;True;False;False;False;18;0;1;5;1;1;1;1;1;1;0;0;30/6/2026 00:00:00;1/1/0001 00:00:00;500000;23;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;0;0;False;84
146461;C. Bradley;Conor Bradley;BRADLEY;BRADLEY;-1;225;0;181;75;22;False;11;3;0;0;0;2;0;0;0;2;0;0;0;0;0;62;73;70;76;72;77;66;62;61;74;86;87;73;76;67;79;80;64;73;78;40;40;40;40;40;2;2;5;1;6;2;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;11;0;2;8;2;4;1;1;1;1;103;0;30/6/2029 00:00:00;1/1/0001 00:00:00;300000;17;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;0;0;False;78
115079;A. Isak;Alexander Isak;ISAK;ISAK;-1;237;60;192;76;26;False;1;12;0;0;0;0;0;0;0;0;0;0;0;0;2;85;87;85;82;80;73;86;77;66;70;86;87;86;73;76;82;81;50;54;67;40;40;40;40;40;2;3;5;1;7;1;True;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;True;False;False;True;False;False;True;True;True;True;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;105;0;5;7;2;4;1;1;1;3;17;0;30/6/2031 00:00:00;1/1/0001 00:00:00;1000000;37;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;1053;0;False;86
