Id;Name;JapName;Shirt;ShirtNational;Commentary;Country;Country2;Height;Weight;Age;Foot;PlayingStyle;POS;GK;CB;LB;RB;DMF;CMF;LMF;RMF;AMF;LWF;RWF;SS;CF;OffensiveAwareness;BallControl;Dribbling;TightPossession;LowPass;LoftedPass;Finishing;Heading;PlaceKicking;Curl;Speed;Acceleration;KickingPower;Jump;PhysicalContact;Balance;Stamina;DefensiveAwareness;BallWinning;Aggression;GKAwareness;GKCatching;GKClearing;GKReflexes;GKReach;WeakFootUsage;WeakFootAcc;Form;InjuryResistance;Reputation;PlayingAttitude;Trickster;MazingRun;SpeedingBullet;IncisiveRun;LongBallExpert;EarlyCross;LongRanger;ScissorsFeint;DoubleTouch;FlipFlap;MarseilleTurn;Sombrero;CrossOverTurn;CutBehindAndTurn;ScotchMove;StepOnSkillcontrol;HeadingSpecial;LongRangeDrive;Chipshotcontrol;LongRangeShot;KnuckleShot;DippingShots;RisingShots;AcrobaticFinishing;HeelTrick;FirstTimeShot;OneTouchPass;ThroughPassing;WeightedPass;PinpointCrossing;OutsideCurler;Rabona;NoLookPass;LowLoftedPass;GKLowPunt;GKHighPunt;LongThrow;GKLongThrow;PenaltySpecialist;GKPenaltySaver;Gamesmanship;ManMarking;TrackBack;Interception;AcrobaticClear;Captaincy;SuperSub;FightingSpirit;Celebration1;Celebration2;DribblingHunching;DribblingArmMove.;RunningHunching;RunningArmMovement;CornerKicks;FreeKicks;PenaltyKick;DribbleMotion;YouthClub;OwnerClub;ContractUntil;LoanUntil;MarketValue;NationalCaps;Legend;Hand;WinnerGoldenBall;EditName;EditBasics;EditPosition;EditPositions;EditAbilities;EditPlayerSkills;EditPlayingStyle;EditCOMPlayingStyles;EditMovements;Edit1;Edit2;Edit3;Edit4;Edit5;Edit6;Edit7;Value1;Value2;Value3;Value2020_1;Value2020_2;Appearance;ListBoots;ListGloves;InEditFile;OverallStats
6526;L. Podolski;Łukasz Podolski;PODOLSKI;PODOLSKI;-1;210;227;182;80;40;True;14;12;0;0;0;0;0;0;2;1;1;2;1;2;2;70;80;73;71;78;82;77;64;79;75;66;62;87;62;74;71;64;49;55;58;40;40;40;40;40;1;2;4;1;6;3;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;True;False;True;True;True;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;True;47;0;3;1;2;3;2;13;1;1;4137;0;30/6/2026 00:00:00;1/1/0001 00:00:00;1000;130;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;1063;0;False;72
7329;Sergio Ramos;Sergio Ramos;SERGIO RAMOS;RAMOS;-1;236;0;184;83;39;False;10;1;0;2;0;2;0;0;0;0;0;0;0;0;0;62;77;68;73;81;80;70;87;72;66;66;67;80;85;77;73;70;79;82;77;40;40;40;40;40;2;2;5;1;8;3;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;True;False;False;True;False;True;True;False;False;True;140;0;3;4;1;8;4;16;4;1;265;0;30/6/2026 00:00:00;1/1/0001 00:00:00;8000;180;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2051;0;False;79
7474;Nenê;Nenê;NENE;NENE;-1;146;236;181;70;44;True;5;8;0;0;0;0;1;1;0;0;2;0;0;1;1;74;82;79;80;77;81;75;68;76;79;64;63;76;65;69;70;67;49;52;64;40;40;40;40;40;2;3;5;1;6;2;True;False;False;True;True;True;True;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;True;True;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;False;71;0;1;3;1;1;1;10;4;2;2453;0;30/6/2026 00:00:00;1/1/0001 00:00:00;2000;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;3053;0;False;75
7511;L. Messi;Lionel Messi;MESSI;MESSI;-1;144;236;170;70;38;True;14;12;0;0;0;0;0;0;0;0;1;1;2;2;2;87;92;93;88;91;89;86;66;85;87;76;80;82;59;63;88;73;46;63;64;40;40;40;40;40;2;3;6;1;8;2;True;True;True;True;False;True;False;False;True;False;False;False;False;False;False;False;False;True;True;True;False;True;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;140;0;2;5;1;5;6;16;4;2;108;0;30/6/2028 00:00:00;1/1/0001 00:00:00;180000;193;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;1078;0;False;87
7814;Dante;Dante;DANTE;DANTE;-1;146;0;188;90;42;True;15;1;0;2;0;0;0;0;0;0;0;0;0;0;0;58;74;67;75;83;79;64;80;61;66;57;54;73;80;85;81;67;79;76;74;40;40;40;40;40;2;2;4;1;6;1;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;False;14;0;1;6;3;3;6;1;1;1;45;0;30/6/2026 00:00:00;1/1/0001 00:00:00;5000;13;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;3043;0;False;75
8574;H. Lloris;Hugo Lloris;LLORIS;LLORIS;-1;208;0;188;82;39;True;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;40;61;52;56;56;58;40;60;46;44;62;64;78;81;75;70;77;46;48;75;88;92;84;91;86;1;1;7;3;7;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;0;0;2;1;1;1;1;1;1;1;217;0;30/6/2026 00:00:00;1/1/0001 00:00:00;10000;145;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2051;601;False;81
8823;P. Guerrero;Paolo Guerrero;GUERRERO;GUERRERO;-1;151;236;185;79;41;False;13;12;0;0;0;0;0;0;0;0;0;0;0;2;2;76;77;70;72;68;64;77;81;71;70;65;63;75;75;76;69;68;49;46;63;40;40;40;40;40;2;3;4;1;6;3;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;94;0;1;5;1;5;6;16;1;1;127;0;30/6/2026 00:00:00;1/1/0001 00:00:00;0;109;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2022;0;False;72
8944;K. Benzema;Karim Benzema;BENZEMA;BENZEMA;-1;208;44;185;81;37;False;1;12;0;0;0;0;0;0;0;0;0;0;0;0;2;88;85;82;84;89;81;86;84;77;78;73;72;87;71;79;83;75;51;60;62;40;40;40;40;40;3;3;6;1;8;2;True;True;False;False;False;False;True;True;False;False;False;False;False;True;False;False;False;False;True;False;False;True;False;True;True;True;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;11;0;1;2;3;3;1;1;1;2;181;0;30/6/2027 00:00:00;1/1/0001 00:00:00;80000;97;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;1053;0;False;86
8959;D. Padelli;Daniele Padelli;PADELLI;PADELLI;-1;215;0;191;82;40;True;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;47;60;54;63;58;65;50;68;52;53;63;60;80;77;79;68;76;59;54;49;82;79;79;82;83;2;2;5;3;6;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;1;1;1;1;1;1;1;1;0;0;30/6/2026 00:00:00;1/1/0001 00:00:00;1000;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;1053;601;False;75
9034;Vágner Love;Vágner Love;VAGNER LOVE;VAGNER LOVE;-1;146;0;172;72;41;False;3;12;0;0;0;0;0;0;0;0;0;0;0;1;2;75;77;73;74;68;65;77;73;63;66;65;67;74;66;69;72;68;49;58;66;40;40;40;40;40;3;3;4;1;6;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;22;0;2;1;2;1;1;1;1;1;137;0;30/6/2026 00:00:00;1/1/0001 00:00:00;500;20;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;0;0;False;71
9042;K. Schmeichel;Kasper Schmeichel;SCHMEICHEL;SCHMEICHEL;-1;203;0;189;89;39;False;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;40;61;54;59;59;62;40;61;60;43;63;65;79;76;71;70;77;52;53;76;88;90;90;91;84;2;2;7;3;6;3;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;False;11;0;1;1;1;1;1;1;1;1;173;0;30/6/2026 00:00:00;1/1/0001 00:00:00;3000;84;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;1083;101;False;80
9138;João Moutinho;João Moutinho;J. MOUTINHO;J.MOUTINHO;-1;228;0;170;61;39;False;5;5;0;0;0;0;2;2;0;0;1;0;0;0;0;70;85;74;78;83;84;68;59;77;80;62;62;75;67;69;76;74;70;73;80;40;40;40;40;40;2;3;5;1;6;2;False;False;False;False;True;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;True;False;True;True;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;48;0;1;2;1;5;4;15;1;1;193;0;30/6/2026 00:00:00;1/1/0001 00:00:00;5000;146;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;1083;0;False;78
9167;R. Pasveer;Remko Pasveer;PASVEER;PASVEER;-1;224;0;188;87;42;False;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;40;66;55;60;65;74;41;67;61;60;65;64;83;79;79;83;74;71;54;63;82;78;83;81;84;2;2;6;3;6;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;0;0;1;2;5;2;1;1;1;1;250;0;30/6/2026 00:00:00;1/1/0001 00:00:00;1500;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;73;601;False;75
9226;Iván Cuéllar;Iván Cuéllar;CUÉLLAR;CUÉLLAR;-1;236;0;187;76;41;True;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;41;54;48;53;53;58;44;60;49;55;61;67;78;74;76;66;75;40;40;47;80;82;81;84;80;1;1;5;3;6;3;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;0;0;3;3;3;3;1;1;1;1;172;0;30/6/2026 00:00:00;1/1/0001 00:00:00;1000;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2051;211;False;74
9248;A. Consigli;Andrea Consigli;CONSIGLI;CONSIGLI;-1;215;0;189;82;38;False;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;44;61;59;60;53;61;42;58;53;55;61;62;76;80;77;69;76;53;47;44;85;82;79;81;82;2;2;5;3;6;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;False;False;True;False;False;0;0;1;1;1;1;1;1;1;1;234;0;30/6/2026 00:00:00;1/1/0001 00:00:00;2000;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2022;601;False;75
9375;Santi Cazorla;Santi Cazorla;S. CAZORLA;S. CAZORLA;-1;236;0;168;65;41;False;14;5;0;0;0;0;1;2;0;0;2;0;0;0;0;73;87;79;80;89;82;71;54;78;75;65;63;76;51;61;73;66;55;60;64;40;40;40;40;40;4;4;4;1;7;1;True;True;False;True;False;False;True;False;True;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;True;True;True;True;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;True;False;False;20;0;5;3;5;5;9;19;3;2;4260;0;30/6/2026 00:00:00;1/1/0001 00:00:00;2000;81;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;3043;0;False;75
9534;C. Gordon;Craig Gordon;GORDON;GORDON;-1;232;0;193;83;43;True;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;45;57;50;58;59;67;47;73;56;50;56;58;73;71;70;69;73;61;45;65;83;81;78;81;84;2;1;6;3;6;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;72;0;1;1;1;1;1;1;1;1;0;0;30/6/2026 00:00:00;1/1/0001 00:00:00;2000;48;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2071;501;False;73
12663;Jung Sung-ryong;Jung Sung-ryong;SUNGRYONG;JUNG S R;-1;16;0;191;91;40;False;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;40;60;56;57;64;65;40;67;40;40;58;61;78;72;78;73;76;69;48;42;81;81;77;77;82;1;3;6;3;5;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;13;0;1;5;1;1;1;1;1;1;0;0;31/1/2026 00:00:00;1/1/0001 00:00:00;1000;67;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;0;0;False;72
15033;H. Iikura;Hiroki Iikura;IIKURA;IIKURA;-1;13;0;181;75;39;False;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;47;71;67;66;70;75;45;60;50;50;53;59;72;75;70;70;77;60;55;60;76;74;75;81;80;2;2;5;3;4;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;1;1;1;1;1;1;1;1;152;0;31/1/2026 00:00:00;1/1/0001 00:00:00;1000;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;1063;101;False;69
15038;Hulk;Hulk;HULK;HULK;-1;146;0;180;90;39;True;4;12;0;0;0;0;0;0;0;0;0;1;2;1;2;78;74;75;70;78;75;79;64;82;81;68;72;90;65;87;79;71;48;63;70;40;40;40;40;40;2;2;4;1;7;2;True;False;True;True;False;False;True;True;False;True;True;False;False;False;False;False;False;True;False;False;False;True;False;True;False;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;24;0;1;5;3;4;4;15;3;3;1255;1249;30/6/2027 00:00:00;30/6/2026 00:00:00;10000;49;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;82;0;False;77
15075;A. Ienaga;Akihiro Ienaga;IENAGA;IENAGA;-1;13;0;173;70;39;True;14;10;0;0;0;0;0;0;1;2;2;1;2;1;1;69;80;79;83;77;75;72;66;65;71;66;65;71;63;78;77;69;50;55;50;40;40;40;40;40;4;3;5;1;5;1;False;False;False;True;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;13;0;3;1;3;1;1;1;1;2;157;0;31/1/2026 00:00:00;1/1/0001 00:00:00;2000;3;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;0;0;False;71
15097;S. Nishikawa;Shusaku Nishikawa;SHUSAKU;SHUSAKU;-1;13;0;183;81;39;True;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;48;68;63;64;68;73;45;59;58;60;57;61;72;78;70;68;77;53;54;56;80;83;80;82;79;2;2;7;3;5;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;11;0;1;1;1;1;4;12;1;1;0;0;31/1/2026 00:00:00;1/1/0001 00:00:00;1500;31;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;0;0;False;73
15159;H. Jogo;Hisashi Jogo;JOGO;JOGO;-1;13;0;182;77;39;False;6;11;0;0;0;0;0;0;0;0;1;0;0;2;2;67;70;69;71;67;68;69;75;62;65;72;67;76;81;78;69;74;56;60;56;40;40;40;40;40;2;2;4;1;4;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;1;0;1;1;1;1;1;1;1;1;0;0;31/1/2026 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;0;0;False;68
15217;S. Gonda;Shuichi Gonda;GONDA;GONDA;-1;13;0;187;83;36;False;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;50;60;59;58;63;64;45;59;50;45;58;55;76;77;73;70;82;57;51;62;80;79;76;78;79;3;3;5;3;5;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;1;0;1;3;1;1;3;5;1;1;150;0;30/6/2026 00:00:00;1/1/0001 00:00:00;1500;38;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;5031;801;False;71
